subject_ID,wm-lh-bankssts,wm-lh-caudalanteriorcingulate,wm-lh-caudalmiddlefrontal,wm-lh-cuneus,wm-lh-entorhinal,wm-lh-fusiform,wm-lh-inferiorparietal,wm-lh-inferiortemporal,wm-lh-isthmuscingulate,wm-lh-lateraloccipital,wm-lh-lateralorbitofrontal,wm-lh-lingual,wm-lh-medialorbitofrontal,wm-lh-middletemporal,wm-lh-parahippocampal,wm-lh-paracentral,wm-lh-parsopercularis,wm-lh-parsorbitalis,wm-lh-parstriangularis,wm-lh-pericalcarine,wm-lh-postcentral,wm-lh-posteriorcingulate,wm-lh-precentral,wm-lh-precuneus,wm-lh-rostralanteriorcingulate,wm-lh-rostralmiddlefrontal,wm-lh-superiorfrontal,wm-lh-superiorparietal,wm-lh-superiortemporal,wm-lh-supramarginal,wm-lh-frontalpole,wm-lh-temporalpole,wm-lh-transversetemporal,wm-lh-insula,wm-rh-bankssts,wm-rh-caudalanteriorcingulate,wm-rh-caudalmiddlefrontal,wm-rh-cuneus,wm-rh-entorhinal,wm-rh-fusiform,wm-rh-inferiorparietal,wm-rh-inferiortemporal,wm-rh-isthmuscingulate,wm-rh-lateraloccipital,wm-rh-lateralorbitofrontal,wm-rh-lingual,wm-rh-medialorbitofrontal,wm-rh-middletemporal,wm-rh-parahippocampal,wm-rh-paracentral,wm-rh-parsopercularis,wm-rh-parsorbitalis,wm-rh-parstriangularis,wm-rh-pericalcarine,wm-rh-postcentral,wm-rh-posteriorcingulate,wm-rh-precentral,wm-rh-precuneus,wm-rh-rostralanteriorcingulate,wm-rh-rostralmiddlefrontal,wm-rh-superiorfrontal,wm-rh-superiorparietal,wm-rh-superiortemporal,wm-rh-supramarginal,wm-rh-frontalpole,wm-rh-temporalpole,wm-rh-transversetemporal,wm-rh-insula,Left-UnsegmentedWhiteMatter,Right-UnsegmentedWhiteMatter
CNBD_00469,3040.8,2988.3,7238.3,2720.7,925.7,7110.9,9770.8,8474.0,3721.4,9106.0,6589.5,5179.6,4252.4,6642.6,1587.1,4606.2,4086.1,1118.7,2784.5,2368.0,9000.0,4208.8,13786.1,9848.6,2357.9,12514.5,17464.5,12738.7,8600.6,10667.5,264.5,776.5,748.0,9300.9,2582.8,2031.0,6130.4,2950.6,860.9,6604.5,13182.4,7677.2,3380.7,9559.4,7790.3,6138.3,4478.5,6865.2,1374.4,5025.6,3072.9,1088.4,3227.9,3193.0,7728.7,4402.3,15237.2,10520.2,2119.4,12942.1,15984.1,10665.9,7648.7,9587.8,349.3,834.4,579.9,8540.4,30817.6,30445.0
CNBD_00470,2976.4,2954.0,7994.9,3556.6,977.7,6442.0,12547.3,8029.7,3886.3,10466.4,7694.5,5824.2,5124.8,7255.8,1575.0,3945.7,3409.6,1060.1,2578.8,3305.0,9415.7,5744.1,16022.7,10893.2,3377.6,15031.6,22956.5,16075.2,9124.2,9162.2,367.0,950.6,946.5,9750.4,2666.6,2511.5,6503.6,3734.5,891.5,6704.7,13472.9,6333.8,3308.2,9703.1,7816.5,5761.5,5041.3,7283.5,1722.5,5453.4,3809.0,1501.7,4353.2,4326.3,9870.5,5346.3,17643.6,11347.0,2048.8,16310.5,20324.6,15091.5,9189.3,9399.3,388.0,752.7,705.7,9865.7,33703.1,33975.9
CNBD_00471,2369.1,2288.2,7336.0,2342.3,769.9,7293.2,11179.1,6698.7,4044.8,10742.2,8314.2,4694.5,4561.2,7219.2,1513.7,4549.1,3393.2,1273.9,2838.3,1991.4,8891.6,4456.4,16604.9,9749.8,2402.5,15768.5,21180.1,12600.9,9553.2,10138.2,320.7,686.2,926.6,9503.3,2865.5,2988.2,7085.2,2939.1,1357.8,7601.2,13062.0,7981.2,3412.4,9412.1,8259.8,5133.7,5095.1,7332.6,1832.7,4820.9,2917.1,1634.8,3340.2,2331.2,7664.4,5112.2,16447.7,10099.4,1951.5,16590.8,20953.9,11654.6,7968.7,9310.0,387.2,927.8,1026.5,9563.2,39955.7,42355.7
CNBD_00472,2477.7,1933.3,7054.9,2385.9,922.2,7790.9,13554.5,6238.9,3759.6,10890.7,7328.5,5224.9,5001.0,7321.0,1557.1,4628.5,3542.5,1174.0,2964.9,2393.5,8588.5,4028.1,15411.8,9527.8,3162.6,13206.8,19937.0,13602.9,12230.8,10721.8,393.9,827.6,867.6,9498.4,3407.6,3055.3,6573.9,2766.6,939.6,7041.7,14680.5,8062.6,3677.3,10549.0,7110.3,5081.9,4951.1,7490.9,1380.3,4556.2,4499.9,1112.7,3526.5,2794.3,8999.1,4461.3,15455.8,11745.8,2444.6,13956.1,18819.7,12610.8,8461.0,9503.5,427.1,994.2,833.7,10493.2,36354.0,36174.3
CNBD_00475,2715.4,2167.8,5237.5,1845.8,720.8,6312.3,8345.8,5909.2,3536.1,8219.2,5359.1,4821.2,4070.6,5372.0,1501.0,3591.8,3169.1,946.8,2911.5,2727.1,6119.6,4122.0,12037.6,6522.9,2148.6,10711.8,17872.9,9263.0,7125.2,7725.3,339.5,686.1,962.6,7746.9,2859.5,2398.9,5209.6,2063.0,654.5,6083.4,9551.6,5377.7,3090.7,7304.5,5736.0,5352.4,4514.8,5140.5,1465.8,4108.6,2873.7,871.0,3326.5,2978.4,7010.0,4151.4,12495.8,6733.5,1307.3,10700.5,16125.9,10503.0,6736.2,8099.5,339.2,654.9,681.6,7632.4,22416.1,23558.9
CNBD_00476,3579.4,3750.1,6602.3,2429.2,963.0,6224.3,9509.4,6667.3,4094.9,7696.4,7255.1,5879.1,4231.1,6698.6,1480.7,3653.1,2654.1,1003.1,2641.8,3696.7,8910.3,4118.4,14342.1,8410.5,2860.2,12788.0,16013.8,12687.2,7524.7,8705.6,319.2,924.3,843.5,10102.6,3274.5,3708.8,6534.4,2279.4,657.8,6004.2,14927.3,6143.6,3499.2,7809.1,7204.1,7623.3,5274.8,6663.1,1535.1,4360.5,2691.5,1084.0,3496.6,3920.8,8886.9,4227.8,14354.8,8810.6,2170.6,14003.2,16495.8,11424.1,6600.5,10297.7,413.8,894.8,691.2,8926.6,23284.8,26392.5
CNBD_00477,3856.9,3101.9,6839.7,2923.4,1030.7,6252.7,9612.4,6989.7,3419.2,9277.4,6939.0,5687.1,4063.6,5070.8,1641.8,3742.5,3165.1,787.6,2234.5,4182.8,8127.1,4903.1,14667.1,7554.2,2777.1,10858.1,17516.5,10814.3,8527.5,8817.3,239.4,565.2,1169.8,8932.1,3056.3,3024.1,5280.8,2537.5,998.0,6330.6,9735.7,6290.3,3191.6,9533.5,8384.6,5594.5,4300.4,6214.7,1513.4,4161.0,2890.3,1177.8,3030.5,3901.5,7963.1,4355.4,14524.3,8448.7,2004.1,14187.5,17820.1,12081.9,7368.2,8642.4,349.0,694.9,692.6,8583.0,27482.8,28327.3
CNBD_00478,2753.4,2036.2,5983.6,1972.1,684.1,5729.0,8161.7,5830.1,2911.4,8646.7,6486.4,5268.1,3529.3,5493.4,1531.2,2920.7,3368.2,784.8,2441.7,2704.9,6810.3,3150.1,12186.3,7710.0,2081.7,9851.2,14168.9,10724.9,7064.8,8329.8,275.5,646.7,992.2,8426.7,2733.1,1970.4,4943.5,2584.7,759.6,5544.3,10646.6,6138.6,2966.2,6988.9,6426.7,6353.3,4106.5,5742.9,1504.9,4109.6,2907.0,907.9,2583.8,3426.7,7026.1,3283.5,11666.7,7772.9,1425.2,10288.0,13805.6,10065.1,6162.4,7599.9,442.7,662.4,641.5,7970.7,22305.4,23098.6
CNBD_00479,2580.2,2716.9,5862.9,1655.6,902.2,5246.7,8740.2,6221.0,2760.5,7156.2,5510.4,4214.4,2898.8,5015.6,1223.6,3676.6,3830.5,790.4,2684.3,2154.4,7111.7,4039.6,12342.2,7135.1,2356.2,11938.6,14578.0,10233.4,6818.3,6700.5,245.2,559.4,731.7,9487.5,2614.5,2062.5,5578.5,2067.9,966.9,5161.2,9773.5,5541.3,2657.1,8176.9,5903.2,4664.6,4364.0,5359.8,1106.9,4480.3,2485.6,1191.4,2909.5,2517.3,6368.5,3993.0,13121.9,6989.9,1606.8,12480.9,17272.3,10814.0,5492.7,6281.4,302.3,698.5,656.4,8713.0,27362.4,26816.3
CNBD_00480,2566.6,2554.0,7918.6,2156.9,696.1,7229.7,12063.6,7024.7,4460.7,9529.5,7123.3,5873.6,4373.5,6298.1,1399.0,4269.6,3316.3,1005.0,3031.8,3467.5,7299.0,4359.6,17165.8,9446.2,2382.8,11821.8,20487.8,14359.7,7120.8,7661.4,294.7,853.9,893.4,9588.9,2923.2,2666.8,5966.4,2462.8,612.9,6303.1,11813.7,6954.2,3602.2,10174.6,7139.5,6764.4,4536.6,6875.6,1761.9,5282.8,2713.1,1178.6,3019.6,3962.3,7650.6,4216.1,17306.5,9265.2,2063.7,12979.9,21569.3,12804.0,6769.4,8036.6,383.8,712.0,605.8,9105.1,27722.7,28845.6
CNBD_00481,3716.4,2743.4,8793.6,2109.3,1127.4,6754.2,10715.9,7083.4,3690.3,8934.5,6825.3,4327.6,4363.9,6339.7,1747.3,4117.4,4593.3,876.5,2497.7,2402.2,10686.9,4989.9,17069.7,9008.4,3376.9,13203.2,20987.1,11792.8,8456.6,11459.7,362.9,758.1,1081.0,9682.3,3075.3,3095.5,6393.6,2837.0,1159.3,6327.3,11162.4,6406.0,3570.2,12364.9,7928.2,5515.0,5308.7,7169.9,1561.8,4566.1,4708.2,1277.1,3446.5,3067.5,10081.5,4938.6,14704.9,11536.2,2148.0,15572.1,17991.9,11243.7,7960.9,11715.3,540.4,655.0,877.6,9397.6,27568.7,28206.2
CNBD_00482,2137.8,2428.8,8437.0,2608.4,1527.1,7092.4,13980.2,7766.9,4185.2,12079.4,7777.3,5661.8,4471.3,7406.5,1724.0,4643.0,3791.8,1091.4,2719.1,3351.9,9126.6,4960.6,13959.3,10155.8,2998.5,16481.7,24345.6,13979.1,10208.6,10177.6,408.6,829.3,857.6,10748.4,2650.1,2881.3,7210.3,2762.7,1255.7,7586.1,13075.8,7571.2,4341.4,12375.7,8958.3,5384.6,4707.8,6604.9,1432.7,3954.9,3945.3,1517.5,3693.2,3260.0,9799.1,4503.5,16202.6,11669.9,2110.9,14906.3,22637.4,13640.0,8243.8,11655.5,380.5,1009.9,666.2,10401.6,32494.0,32692.5
CNBD_00483,3277.9,1999.3,8203.5,2477.8,839.8,6043.3,10967.4,8039.4,3397.1,10240.7,7766.6,5788.1,4501.7,6237.1,1612.3,4599.9,3555.3,922.6,2543.8,2586.3,8551.7,4048.0,18181.1,9962.8,2692.2,14275.8,23521.9,11653.0,9896.3,12038.7,376.3,880.3,921.7,11160.9,2009.0,2505.0,6529.2,2909.7,1110.2,6268.2,14387.8,8072.5,3655.1,10572.2,8408.1,6584.3,4425.4,8496.8,1745.7,5158.0,4153.5,1564.0,3587.4,2924.3,8555.5,4875.7,14919.5,10795.0,2775.2,16826.8,20541.3,13139.2,7235.3,9493.5,444.3,858.2,576.5,10723.2,33388.0,34100.9
CNBD_00484,3145.5,2824.7,6772.7,2451.5,914.2,6173.8,8756.4,6994.9,3668.7,9876.8,6898.7,5117.7,4321.2,6483.5,1559.8,3691.3,3322.6,1046.7,2680.3,3506.7,7380.1,4299.7,14237.7,7031.2,3022.6,11589.0,18320.2,10777.2,8459.6,9330.9,441.7,769.4,844.9,8615.5,2960.7,2708.1,6003.2,2557.2,570.4,6106.3,12403.6,5334.6,3246.2,8355.7,6829.8,5738.4,4364.6,6724.9,1394.2,4581.7,2833.1,1124.4,2698.6,3683.2,7996.5,4172.1,15425.5,6897.7,1851.8,11066.1,16540.0,9695.3,6926.3,7969.6,436.3,604.7,665.1,8757.9,28081.0,29300.0
CNBD_00485,3037.4,2074.9,6891.3,2144.4,1379.4,6350.9,8956.9,7002.4,3404.9,7090.7,6306.6,4877.6,4535.5,4841.2,1595.5,3519.5,3099.7,808.4,2393.4,2912.7,7705.1,4986.5,14076.1,8347.0,2020.9,10446.8,17539.3,10736.6,7257.9,8674.7,303.5,795.4,1180.0,8700.9,2822.8,2565.8,5403.5,2028.5,1271.7,5549.6,10559.5,6266.6,2834.3,7487.5,7413.5,5341.7,3922.1,6244.1,1325.8,5215.3,3298.3,1312.9,2721.3,2759.5,6587.7,3993.1,13755.1,8467.2,1625.8,11448.8,16117.4,10719.6,6172.8,7768.5,339.8,794.6,696.0,8608.3,27998.4,29312.2
CNBD_00487,3105.2,3185.3,6283.4,2940.1,1047.2,6658.2,9422.2,6717.1,4052.0,11002.4,6757.6,4409.0,2938.3,6404.6,1733.2,4476.8,3625.1,985.9,2653.1,3015.2,8292.2,5249.0,16040.9,7873.5,2444.7,13633.4,20281.2,12417.6,8525.8,8881.7,244.0,835.1,979.8,9681.0,2785.9,2435.2,6112.0,3244.6,1075.8,5976.8,11483.0,6471.7,3515.1,12095.0,7566.5,5623.3,4017.1,6438.8,1442.1,6094.1,3047.5,1141.0,2953.6,3534.5,7545.5,3740.8,15308.4,8967.1,2058.3,14199.6,19540.2,12898.6,7700.5,6812.6,367.2,971.8,751.6,8727.3,30545.6,32098.7
CNBD_00489,2982.3,2872.9,6405.8,2548.2,653.5,6063.5,9965.2,8016.2,3914.3,8841.2,7225.7,6375.2,4085.2,5884.9,1577.1,3596.9,4350.6,1094.4,3295.6,4019.7,6578.1,4563.5,14962.5,9516.8,2543.6,13018.7,17127.8,11860.2,7327.0,10333.5,376.8,666.3,783.9,9383.1,2465.5,2610.6,8310.1,2501.7,770.3,5864.8,12901.2,6124.5,3530.9,9353.6,7172.7,6695.4,4599.1,7376.5,1897.2,4639.7,3549.1,1245.8,3120.3,3792.0,7921.5,4363.2,14880.3,9043.2,1880.4,10920.2,19459.1,12284.0,6461.3,8125.5,376.1,722.0,624.5,9545.4,26927.2,28520.5
CNBD_00490,1988.6,2171.9,5991.9,1773.8,891.0,5761.9,9999.2,6349.3,3771.1,7447.2,6593.9,4232.5,3653.1,6906.2,1320.8,3547.7,4177.4,928.2,2814.9,2511.4,7463.4,4007.2,11427.6,9027.4,2384.2,11722.8,15679.0,12508.5,8098.2,8874.6,300.6,775.0,803.2,8826.8,2504.4,2719.4,5684.6,1905.8,845.6,5959.6,11459.5,6598.7,3266.7,7378.0,6745.7,4188.4,3726.3,6487.9,1326.4,4427.0,3428.5,1157.6,3007.3,3155.7,6450.2,3857.8,13692.7,8794.6,1652.9,10458.8,15856.7,11222.0,6627.8,8724.8,298.9,666.6,555.8,8422.0,22289.2,23484.2
CNBD_00491,3516.2,4176.8,8152.1,3169.7,1478.7,7631.9,12775.7,9643.3,4340.9,11518.0,7344.2,5504.2,5525.1,8637.9,2075.7,4367.8,3702.5,1123.9,2750.0,3507.2,10067.3,5456.9,17620.5,11292.6,3113.6,16047.5,21662.3,15302.7,9951.9,11173.4,314.3,927.6,861.8,9971.0,3127.0,2821.9,6729.4,3760.3,1235.7,7426.3,14161.5,7974.9,4135.9,14229.5,8049.7,6625.9,5342.8,8177.3,1962.0,5451.9,3898.0,1593.5,3554.9,4491.8,9508.0,5391.9,17293.4,13556.9,1864.3,16292.7,22066.0,13270.6,7443.8,9437.1,417.2,726.8,809.3,9437.7,34201.9,32280.9
CNBD_00492,3199.7,2856.3,7500.1,2977.4,1257.9,7253.5,10372.3,6625.8,3648.9,10110.5,7904.7,6374.6,4187.2,6445.2,2026.2,4364.2,4531.6,1181.4,3305.7,3972.0,8448.5,4415.7,17998.0,9910.4,2700.0,13421.8,20464.5,13824.6,9100.6,9821.2,230.4,774.1,991.2,9891.0,3080.8,2417.0,7065.6,2597.5,987.3,8021.5,11713.3,7168.7,3312.8,10336.4,8316.4,5037.5,5282.5,6897.1,1905.5,5413.2,2922.6,1547.9,3335.3,3124.8,8944.7,4492.1,16869.9,10593.7,1906.4,15385.5,21842.1,13578.5,7784.1,9382.7,361.1,792.7,689.1,9342.5,38505.8,37508.5
CNBD_00493,2810.6,2135.8,5366.9,2045.0,712.3,6245.8,10063.1,5616.8,3424.7,8721.1,5220.6,4221.8,3970.3,5012.3,1268.7,3822.6,2532.4,758.3,2648.6,2593.7,6057.4,3965.3,11016.9,9132.7,1786.0,10162.0,16343.6,9290.9,6479.5,6836.1,332.5,724.6,822.6,8605.5,2088.4,2571.2,4658.6,2061.0,607.9,4274.7,9974.5,5964.3,3002.8,8127.6,4908.4,4896.6,3073.1,6492.1,1219.3,4268.2,2455.5,958.5,2936.1,3008.7,6780.6,3588.6,11833.6,8237.6,1690.8,11040.0,16140.6,10134.6,6325.2,7863.2,332.2,765.3,536.0,9069.8,21013.9,20790.0
CNBD_00494,3034.9,2774.4,7139.9,2927.6,1016.2,5736.9,10015.8,7387.7,4076.6,9776.7,6896.4,5964.9,4676.3,6195.6,1495.9,3972.7,3250.2,924.2,2544.7,4172.3,9291.4,4579.9,14413.2,9908.3,2372.0,15199.9,17097.9,11434.7,8362.5,10578.4,302.8,808.5,750.9,9492.2,2745.9,2985.7,5337.1,2667.2,820.7,5747.6,12089.1,7313.6,3645.6,11751.4,7526.8,6023.7,3936.4,6731.9,1642.1,4290.6,3112.7,1360.5,3014.9,4151.3,8381.3,4488.8,14723.5,9107.6,1856.0,14555.0,19227.0,10574.0,6035.0,8439.6,336.3,781.3,784.8,9562.4,32728.6,31159.1
CNBD_00495,3317.4,3095.1,11921.5,2506.8,1501.0,8015.4,10718.4,8474.4,3602.9,14161.5,7362.7,6530.9,5210.7,8849.3,2027.5,4500.8,5756.6,1029.1,3565.6,4463.3,8829.4,4852.7,17705.6,8425.1,3017.2,15721.5,30349.7,12096.7,10106.6,8224.8,334.2,1219.0,1155.1,10661.2,3631.1,2936.1,7248.4,4493.7,1315.2,7543.4,17380.9,7895.8,3813.1,13338.3,7858.5,6825.6,4673.2,7145.7,1905.3,5539.2,3439.1,1305.9,4449.3,2892.7,10929.6,4597.2,15312.6,12170.3,2081.1,17764.1,23419.8,14517.3,9742.4,12256.1,452.8,1041.4,792.9,10150.9,45262.2,48066.7
CNBD_00496,2903.1,3262.2,6390.6,2586.9,604.2,6868.2,11318.3,7410.3,3533.7,8438.1,6549.5,4996.6,3972.0,6821.8,1599.0,4007.5,2969.5,1044.1,2763.9,3103.2,7547.6,4174.1,14872.6,10343.5,2362.2,13781.1,18436.7,13598.5,10318.6,10656.0,423.7,689.3,897.0,10836.5,3772.5,2913.0,4254.4,3116.1,755.8,6548.2,11420.5,8001.4,4193.7,10751.8,7075.0,5116.1,4371.5,6416.3,1616.0,4671.9,2373.7,1299.9,3593.4,4353.7,7556.5,4351.1,13050.0,10670.4,1832.8,16772.3,18215.9,12515.1,8309.0,9765.5,418.2,742.4,606.3,9679.9,29496.4,28735.2
CNBD_00498,2488.5,2489.4,6088.3,4183.1,712.6,6396.0,10183.3,8070.3,4302.7,10816.6,6755.1,5327.3,4021.3,6566.0,1468.5,4224.8,3346.6,1247.6,2829.0,2127.2,6534.5,4250.8,12788.1,8970.2,2390.3,13589.4,17540.7,12797.4,8708.0,9580.8,250.7,700.8,886.6,9623.2,2437.6,2926.8,4492.3,3400.9,865.0,6441.4,12256.6,6752.5,4051.1,10559.3,7344.4,6216.3,4649.1,6286.8,1761.6,4136.3,2910.5,1362.3,3355.5,2585.2,6591.7,4150.1,12143.7,9494.3,1677.4,16289.5,16858.6,12413.8,7461.7,7668.9,399.6,911.7,656.4,9091.3,30637.4,31058.7
CNBD_00499,2855.5,3197.0,7573.1,2583.7,693.4,6412.1,9835.4,6902.8,3592.2,9856.1,6313.5,5854.5,2626.1,7041.8,1325.8,3988.0,3717.6,852.8,3087.5,3610.1,8342.6,4790.8,13091.4,10406.3,2560.4,12296.1,17633.3,13053.4,8772.2,8661.0,312.4,552.7,923.0,8869.6,2644.9,2773.8,6502.9,2952.0,685.0,6279.2,10785.1,7167.9,3569.4,9258.8,7102.0,6451.9,3948.2,6943.8,1242.3,4896.4,3311.2,960.4,3019.2,3871.4,8241.9,4191.9,14642.2,9126.5,2054.0,11607.2,17863.0,11434.3,6694.6,8432.2,415.5,637.8,777.2,8623.4,26655.9,27405.3
CNBD_00500,2753.7,2302.7,6080.3,2230.0,1012.9,6745.4,9471.1,6473.6,3914.3,9599.0,6641.9,4571.3,4285.6,6919.9,1471.1,4015.9,2870.9,1005.0,2723.3,3404.7,8473.7,4750.0,13112.1,8572.5,2058.1,12880.4,20143.4,12588.5,11571.0,11322.4,382.1,814.1,737.7,9657.7,2977.8,3040.7,7021.8,2289.6,665.9,5832.8,11989.9,6328.0,3267.8,8551.7,6528.3,5539.7,3362.4,7244.2,1857.5,5431.9,3239.4,1220.6,3148.8,2624.9,7538.7,5128.2,12693.1,8562.0,2155.6,11628.9,18716.3,11336.8,6510.1,9671.3,396.6,762.7,567.4,9594.0,29852.5,30771.4
CNBD_00501,4001.7,2990.9,6544.3,2253.7,1201.3,7005.8,10549.7,7631.2,4461.9,7876.5,6025.3,5038.6,3294.7,6905.4,1836.6,3708.2,3231.9,756.0,2409.8,2834.6,7461.3,4922.9,14631.2,8150.7,2521.9,11684.7,18057.0,13734.3,7407.9,9512.4,295.1,799.6,1009.1,10131.7,3482.8,2704.8,5253.3,2315.3,1106.5,6062.5,12883.0,7104.7,2886.1,7364.0,6890.5,5823.2,4468.1,6812.3,1431.6,4041.9,2930.0,1362.7,2949.8,2882.7,8385.9,3142.3,14082.0,8461.2,1904.7,12610.8,17693.3,13289.4,7438.8,8519.4,353.8,779.9,715.0,8925.1,30328.0,29283.0
CNBD_00502,2738.8,2131.0,5388.6,2390.9,926.9,5333.8,8358.9,5820.0,2804.8,7579.2,5555.6,4999.6,3682.9,4851.2,1205.9,3791.7,2506.0,1010.1,2629.3,2658.0,6367.0,3318.8,11678.0,7417.5,2578.3,8963.4,14567.7,8749.7,8001.3,7556.0,194.8,716.4,595.6,7725.0,2138.7,2327.1,4935.8,2055.2,685.5,5893.0,10414.8,4931.8,2406.8,8692.4,6540.9,4253.1,3666.0,5266.4,1425.2,3801.8,2949.4,1020.5,2678.1,2210.1,6616.5,3826.6,10641.1,7743.9,1701.8,9768.4,13851.0,9387.7,6451.3,8087.9,345.6,624.3,645.1,7588.2,19893.7,20019.2
CNBD_00503,2498.7,1870.3,6337.3,2810.0,1385.9,6023.7,10399.9,6365.1,3103.4,8502.8,6040.4,5237.0,3348.6,6089.9,1633.0,3982.3,3751.6,790.4,2816.4,3233.6,7947.0,3898.1,14327.3,8979.1,1952.9,12015.5,17949.2,13459.0,8656.7,9438.3,297.6,783.4,796.3,9673.8,2440.8,2217.0,5536.4,3609.7,1086.9,6222.6,10652.1,6409.2,3193.2,9531.7,6926.4,6199.7,3998.7,6174.7,1573.8,5254.9,3272.4,1471.9,3514.4,4131.6,7179.3,3928.6,13403.5,8992.1,2235.1,11811.4,15821.2,11477.8,7064.5,8888.1,362.1,732.4,620.0,9064.3,32970.8,30671.7
CNBD_00505,2988.5,2925.0,7892.4,2624.2,589.5,7017.3,9936.9,7405.3,3815.4,10409.4,5963.0,5098.3,4104.8,8236.6,1453.2,4160.4,4423.9,1042.5,3831.0,3149.3,8823.5,4156.0,14956.7,9015.9,2709.2,14175.6,21153.6,12624.5,11148.0,10943.3,318.4,832.0,1002.2,11732.7,2889.2,3052.2,8009.6,2732.8,962.5,5117.5,10535.2,6839.4,3213.7,9940.5,7607.6,5914.1,4500.7,8228.8,1734.7,5321.4,3337.5,1235.5,3851.7,3050.1,8056.3,4488.6,14801.9,9197.4,1762.6,12545.4,22707.6,12179.7,8602.5,9951.1,473.0,793.8,667.8,10158.0,27081.1,27146.9
CNBD_00508,2645.0,2544.4,6971.4,2496.1,1046.3,6816.3,11529.2,7809.5,4441.6,10013.6,6653.1,6056.9,4271.5,7341.3,1524.5,4759.6,3985.6,941.6,2248.2,3590.1,8229.1,4718.6,15192.3,11365.0,2034.0,12834.3,20452.7,13451.0,8349.1,10209.2,296.4,994.3,810.5,9736.5,2839.3,2477.6,6882.3,2872.2,1008.8,6387.7,12754.5,7153.9,3665.8,10240.4,6225.4,6700.7,5658.3,7188.3,1548.4,5819.5,2783.0,1275.3,2738.8,4071.3,8024.8,4181.3,15850.9,11166.3,1889.0,13312.7,18492.9,10831.7,7182.4,10739.3,351.4,809.7,603.9,8678.9,35715.3,34669.4
CNBD_00509,3377.5,3460.4,8697.0,2679.9,1533.3,7626.3,10464.4,7081.2,3922.2,10307.4,6481.6,5667.5,4624.2,5081.3,1983.6,4597.2,2899.8,927.4,2440.7,2963.3,8355.0,4900.6,15677.6,10015.5,2553.0,13624.5,18573.8,15266.8,7925.8,11367.6,325.7,827.2,846.5,9851.1,1776.1,3145.4,6809.8,3046.5,1474.6,6316.4,13660.2,6980.2,3555.2,10188.1,8147.2,7388.5,4195.6,7349.2,1660.0,5481.3,3478.9,1196.4,3291.6,3936.9,7439.8,4724.2,14630.0,9623.6,2191.5,15371.3,17224.3,13047.3,6649.7,9856.1,600.2,895.3,582.1,8615.5,31903.7,29258.0
CNBD_00511,3741.2,2210.1,7608.4,2734.8,993.6,5640.4,10421.9,7304.1,3904.0,9164.0,7030.6,5803.3,3875.3,6125.8,1334.6,4306.8,5499.1,1106.5,3755.6,3012.0,7042.6,3743.7,14381.8,11609.0,2934.9,11748.6,18138.4,14048.7,8025.4,10117.3,297.5,920.9,957.1,11148.3,2836.2,3517.3,7221.1,2864.6,1000.6,6458.6,10509.2,7292.5,3703.2,9237.0,6528.7,5967.9,4382.1,6252.7,1224.7,4593.5,4594.3,1399.4,4696.9,2644.9,10311.8,4821.9,14145.5,10788.4,2203.0,11954.6,16997.9,11144.5,7491.8,9201.2,511.7,864.5,611.0,11361.6,30568.0,29335.8
CNBD_00512,2664.2,2082.8,8004.3,2423.2,998.9,8523.2,11145.8,8797.5,3736.2,12085.8,7676.1,5843.6,4835.4,8465.7,1679.3,4975.0,4661.7,1040.0,4150.1,3180.9,9806.1,4220.6,17562.6,12148.1,3409.3,14931.3,25137.6,13354.9,11298.2,11367.9,329.2,944.2,755.4,10804.9,3139.9,1996.4,7768.1,3122.4,999.0,7558.7,14020.9,6949.7,3514.1,12502.3,8278.9,7055.6,4159.6,8081.3,1812.1,6704.9,4374.2,1366.1,4695.2,3649.0,10265.9,3801.5,16549.8,12309.2,2466.0,14259.4,24053.2,11990.2,8631.4,10764.4,480.9,909.3,878.8,10603.9,32237.2,32604.7
CNBD_00513,2776.6,1984.8,6265.7,2455.7,783.6,6126.1,9301.8,7157.5,3521.7,10034.1,6076.7,5848.0,2632.3,6114.6,1497.2,3691.8,3016.4,842.5,2542.0,2883.5,7338.8,4048.3,14713.7,9025.9,2547.9,11763.1,16487.4,12517.8,9100.1,9230.5,320.3,651.7,765.5,9111.7,2520.1,2557.3,6081.5,2614.8,1016.6,5562.1,12942.6,6737.2,3249.9,9796.8,6672.3,5955.3,3340.5,6902.4,1399.5,4031.1,3595.7,1195.6,3351.2,3073.6,7209.7,3837.3,13151.5,9842.5,2005.1,12899.2,16377.9,10761.8,6736.6,8339.6,369.9,806.0,515.3,8774.9,26659.6,25839.6
CNBD_00514,2944.1,4144.7,8465.9,3874.0,906.6,8294.8,12158.6,8660.1,4468.0,13291.8,7745.2,7545.1,4387.2,8384.6,1600.8,5434.5,4330.0,1185.0,3399.3,4714.3,11349.5,4927.1,21125.9,11044.8,3893.5,14491.1,24315.2,16193.5,10939.7,11583.7,342.1,887.4,990.9,12001.2,3326.0,3726.2,9279.7,4362.1,953.9,7381.6,18759.7,7787.8,4370.9,12624.9,7769.4,8205.0,5065.0,8275.6,1668.4,6946.9,4138.6,1533.1,3911.6,5734.8,9838.5,5151.8,19585.9,10379.5,2276.3,13817.2,22187.8,13715.5,9400.5,9790.9,388.8,950.9,695.4,11518.3,40810.2,41477.3
