subject_ID,Left-Cerebellum-White-Matter,Left-Cerebellum-Cortex,Left-Thalamus,Left-Caudate,Left-Putamen,Left-Pallidum,Brain-Stem,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Left-VentralDC,Right-Cerebellum-White-Matter,Right-Cerebellum-Cortex,Right-Thalamus,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC,Optic-Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior
CNBD_00693,11834.4,50913.5,7317.4,4026.4,5348.3,1845.2,19642.0,3613.2,1178.6,300.9,3312.4,10980.2,47802.3,6686.7,4455.6,5337.3,1890.2,3882.9,1640.2,437.2,3445.7,268.5,1121.2,351.9,412.4,498.7,959.6
CNBD_00694,13042.4,52165.0,7385.2,4456.3,6439.6,2267.4,20247.4,3526.5,1460.0,418.8,4005.2,13308.8,51223.9,7943.6,4062.1,6098.9,2177.1,3973.4,1817.4,376.3,4365.9,165.9,1543.3,514.4,626.6,891.7,1327.7
CNBD_00695,11520.3,53763.4,7291.4,3178.1,5518.3,1717.9,20935.9,3531.8,1341.5,500.7,3267.4,11542.1,52631.3,7098.9,3402.9,5272.7,1830.9,3735.6,1549.2,529.0,3540.0,189.2,1007.3,425.7,863.5,866.6,900.8
CNBD_00696,12493.5,51074.8,7579.8,3998.4,6192.5,1884.6,20423.6,4102.3,1547.8,296.4,3582.1,12657.7,52062.3,7936.4,4093.2,6145.0,1859.4,4146.6,2107.4,431.9,3468.5,185.8,920.6,596.1,1078.6,807.5,852.8
CNBD_00697,12505.0,46609.3,6910.6,3702.3,4880.0,1717.5,19866.5,3049.0,1093.7,417.4,3178.5,12363.7,47906.0,6977.0,4029.9,4707.1,1773.1,3320.8,1432.5,371.4,3606.4,242.0,965.1,517.4,659.2,547.3,906.3
CNBD_00698,13156.0,48460.9,8670.0,3589.3,5979.4,1867.8,20142.8,3789.3,1470.4,492.6,3360.3,12599.4,47048.6,7339.7,3604.7,5361.4,1889.0,3833.0,1475.1,489.2,3554.5,245.3,1176.9,578.2,622.8,648.3,1030.2
CNBD_00701,12198.6,51809.7,6707.1,3531.9,5214.1,1710.2,19418.4,3653.3,1489.6,424.1,4241.7,11768.9,52742.7,6742.5,3682.8,4808.9,1569.4,3931.3,1668.4,466.5,3667.3,330.6,902.9,426.2,727.0,741.3,753.5
CNBD_00702,11841.8,52035.6,8284.2,3259.4,5175.4,1671.1,18324.3,3315.7,1184.9,398.9,3666.0,11168.6,50950.8,7213.9,3365.0,4960.2,1709.0,3438.7,1372.5,448.9,3519.9,145.0,1050.9,677.8,1019.4,1111.2,1030.6
CNBD_00703,11692.7,53071.4,6278.5,3189.8,4872.8,1511.5,15993.8,3374.7,1189.1,456.3,2980.9,14688.8,47723.8,5862.9,3288.0,3912.5,1649.2,3412.9,1263.0,360.0,2575.2,172.4,1019.9,476.9,393.7,410.4,861.8
CNBD_00704,13129.0,51855.5,6355.9,4057.8,4833.7,1620.1,18335.5,3482.0,1108.3,388.1,3318.9,11566.9,51195.9,6471.6,4255.0,4867.5,1526.3,3651.4,1455.5,439.3,3030.3,229.8,989.0,475.8,428.0,643.5,793.7
CNBD_00705,13752.8,54277.3,8305.1,4032.8,5512.7,2014.6,21933.7,4129.1,1770.7,504.0,4616.2,12434.9,53271.9,8249.3,3676.7,4975.6,1850.2,4306.6,1854.9,446.8,3873.0,204.0,1165.8,656.5,991.7,886.6,818.0
CNBD_00706,12326.8,48914.1,7735.1,4324.9,5490.0,1843.6,18522.4,3822.8,1191.8,496.7,3741.2,10958.5,46129.9,6845.1,4204.1,5343.7,2002.2,3916.6,1392.8,488.0,3329.4,240.6,1050.4,657.9,577.6,941.7,755.6
CNBD_00707,23082.9,55408.5,6482.2,4098.9,6076.8,1928.8,18217.5,3503.6,1373.9,396.7,3439.0,17119.8,54300.3,7276.7,3182.1,5622.5,1687.4,3834.4,1535.3,377.8,3548.4,132.2,1125.1,598.8,721.8,507.2,1167.3
CNBD_00708,12178.9,46137.4,6204.1,3439.2,4807.7,1858.2,18409.9,3664.2,1492.4,486.7,3247.7,10928.2,44853.4,6470.9,3599.8,4655.4,1851.1,3829.6,1518.8,518.6,3019.0,156.9,953.4,513.0,634.5,507.8,972.1
CNBD_00709,15885.3,51693.2,7934.8,3282.0,4801.7,2337.1,21793.7,4486.3,1702.8,525.7,4279.4,14543.3,47827.7,8561.1,3483.4,4728.6,2136.4,5063.9,2130.3,551.0,4280.6,269.2,1114.8,607.0,561.4,660.5,1285.5
CNBD_00710,12661.3,48332.2,6792.2,2937.5,5033.6,1645.9,17178.5,3428.5,1243.7,366.3,3485.6,12003.0,47687.6,6558.9,2978.8,5045.0,1834.3,3910.4,1511.1,476.2,3724.2,145.4,914.8,612.9,578.5,626.0,802.7
CNBD_00711,12250.3,51224.2,7981.1,3693.5,4620.7,2068.5,19261.0,4001.5,1806.5,452.6,3971.5,14978.2,50011.0,7406.8,3385.2,4719.9,2164.7,4217.9,1772.4,468.2,3885.9,239.8,970.7,400.5,498.6,492.1,1047.2
CNBD_00713,18588.6,59152.5,8465.8,3783.7,5558.2,2545.3,23583.1,4925.6,1872.2,434.8,4661.3,16278.2,63431.1,8692.8,3591.2,5525.0,2250.5,5310.1,1799.9,560.5,4258.3,164.2,861.0,428.1,484.2,495.8,767.9
CNBD_00716,14797.5,41616.8,7369.1,2944.8,4373.6,1699.2,17282.8,3804.1,1338.4,316.6,3464.2,12303.2,43069.9,7073.9,3086.8,4641.0,1677.6,3996.0,1532.1,303.1,3527.1,235.3,703.2,371.9,556.0,402.4,691.2
CNBD_00717,12523.4,51083.5,8350.2,3028.3,4297.9,1902.3,19231.0,4333.5,1538.3,392.5,3753.9,12401.1,48338.6,7312.3,3265.4,5031.8,1942.0,4535.9,1657.4,526.0,4007.4,187.5,931.1,551.7,470.0,418.3,761.6
CNBD_00718,15418.6,55486.7,8983.7,3790.4,5320.0,2079.6,20796.3,4514.3,1584.4,420.8,3969.4,15040.4,56925.7,8246.7,3354.8,5599.0,2116.8,5010.6,1732.5,638.1,3917.0,153.8,1009.5,607.1,551.6,865.6,872.2
CNBD_00720,16588.1,55779.5,6558.7,4407.0,5319.3,2031.1,22397.9,3630.9,1417.5,213.0,4649.6,14175.7,53760.0,6340.0,4399.0,6030.6,2129.8,3839.1,1665.6,362.5,4157.7,250.5,1263.3,578.3,497.5,543.9,1154.8
CNBD_00721,15508.3,43486.2,6834.5,3540.0,4963.7,1695.3,15377.2,3855.0,1261.3,371.8,3470.3,16173.3,42216.2,6171.7,3211.6,4949.0,1988.1,4046.8,1567.0,388.8,3176.0,194.3,1021.4,578.1,739.1,858.6,1072.7
CNBD_00723,14023.7,43726.1,6909.5,2950.2,4989.2,1713.3,17801.6,3930.2,1315.5,350.0,3366.9,11601.5,42382.5,6305.4,2936.8,5086.3,1964.9,4140.5,1570.3,346.2,3050.1,166.3,1212.9,576.3,876.9,875.3,996.1
CNBD_00724,16534.5,51143.1,7193.1,3965.9,6121.8,2547.1,21682.8,4412.6,1397.3,299.2,3959.8,14154.6,48430.2,7050.7,4016.9,6087.3,2399.3,4530.7,1759.5,427.5,3566.2,208.9,1036.5,728.9,849.7,999.3,988.0
CNBD_00726,18482.2,48477.5,7031.6,3390.0,4759.4,1769.5,17568.3,3809.0,1294.6,161.9,3767.7,18743.0,48814.8,6727.9,3035.8,4455.2,1816.6,3785.1,1444.8,347.7,3197.3,239.4,1179.9,584.6,568.4,554.6,1055.4
CNBD_00727,16232.3,48377.0,6873.7,3516.1,4225.0,1735.1,17437.1,3627.6,1078.4,203.2,3096.3,19407.0,47360.7,5974.8,3149.5,5307.4,1804.2,3473.5,1322.3,315.6,3132.4,177.5,1150.6,741.8,784.5,751.1,967.9
CNBD_00728,18146.8,44139.0,7112.9,3828.2,6094.3,2135.6,20981.4,3761.9,1318.3,289.3,3634.1,14608.1,49277.9,6985.4,3797.9,6583.4,2143.9,4163.3,1602.2,438.1,3897.5,260.5,1083.3,605.4,934.0,1093.9,1521.1
CNBD_00729,21870.6,51007.8,7691.2,3324.2,5923.0,2275.9,19779.4,3521.5,1698.0,328.6,4054.8,18047.9,55596.3,7526.6,3361.6,5823.8,2395.2,3867.3,1554.0,404.3,3285.1,215.8,1297.7,934.9,1336.5,968.8,756.7
CNBD_00730,14099.5,55042.0,6919.3,3691.6,4781.7,1742.3,19422.9,3882.4,1153.7,395.6,3713.4,12790.6,52510.2,6938.2,3837.0,5082.1,2045.7,4061.1,1225.6,504.9,3348.5,211.6,1112.2,780.1,970.2,691.6,737.4
CNBD_00731,15000.8,46472.9,7566.4,3013.3,4486.9,2063.3,22146.0,4474.4,1461.1,466.9,3933.8,19994.5,46244.2,7190.6,3368.3,5413.4,2341.1,4393.1,1395.5,511.4,3713.4,222.2,1316.6,623.3,1078.4,1034.5,912.1
CNBD_00732,19556.8,48468.6,8377.4,3963.8,5263.5,1716.2,18899.1,3941.2,1477.0,293.7,3991.9,16083.3,50227.0,7045.5,4046.7,5207.2,1759.8,4344.9,1444.5,427.9,4571.9,185.2,953.5,531.2,863.7,602.0,892.0
CNBD_00733,21520.4,53618.9,9474.5,4051.4,4936.9,1917.8,19420.1,4436.6,1237.4,308.9,4370.6,19384.4,54162.5,9286.7,3752.0,4337.2,2038.9,4507.7,1665.5,455.8,4212.1,149.0,1198.2,779.5,1000.4,847.0,1089.4
CNBD_00734,12779.3,51522.9,6259.0,3743.0,4789.5,1727.5,17650.2,4030.5,1069.4,273.5,3047.8,12714.8,52025.8,5826.5,3528.7,5349.2,1726.1,3964.1,1428.1,457.4,3219.3,164.2,876.4,719.6,792.1,547.1,747.1
CNBD_00735,12828.7,51631.9,7869.1,3395.5,3657.7,1512.0,19735.4,3657.2,1311.0,251.9,3609.0,12198.7,52683.7,6736.9,3162.4,3753.2,1743.1,3806.9,1364.0,473.2,3299.9,275.8,998.3,749.5,1200.0,942.3,959.8
CNBD_00737,19274.9,58590.2,8784.9,4404.3,4499.9,1709.2,20395.1,4274.4,1445.8,307.8,4422.0,18587.8,59320.1,8285.2,3935.2,4327.9,1624.7,4394.1,1646.0,461.1,3639.8,275.4,1154.8,666.3,854.8,693.4,1143.2
CNBD_00738,17384.1,54276.4,8662.6,4424.7,5310.3,2283.5,24512.9,4582.7,1573.0,319.2,4091.5,18196.4,56534.1,8458.8,4310.7,5864.6,2225.3,4588.8,1763.7,408.4,4336.4,200.3,1266.4,605.0,884.7,574.0,1216.1
CNBD_00739,17162.6,55466.0,7656.2,3422.7,5732.3,2358.2,21097.4,4279.4,1504.9,444.3,4397.8,14341.7,55016.8,7759.7,3666.8,5850.3,2248.0,4293.2,1831.2,529.4,3999.4,304.8,1078.5,779.6,1178.4,1041.2,896.0
CNBD_00740,16906.3,52528.6,7742.8,5034.5,5877.7,1959.4,18010.4,4115.3,1417.9,270.6,3573.1,18623.2,55693.5,7203.3,4610.0,6027.2,2083.8,4405.8,1523.6,337.5,3487.3,188.0,1051.1,583.0,692.3,606.5,893.5
CNBD_00741,12729.3,54901.5,7550.7,5524.4,5788.9,2264.5,19237.3,4254.9,1357.3,346.8,3801.5,20078.7,54644.2,7467.2,4304.5,5817.9,2225.3,4230.1,1561.8,506.3,3851.2,200.7,1169.6,1181.8,662.8,1014.2,1410.9
CNBD_00742,12745.7,44964.6,7299.5,3448.3,4633.7,1602.0,17052.3,3579.5,1245.3,283.6,3474.8,11777.6,46753.5,6915.8,3554.9,5088.3,1866.1,3811.5,1407.0,409.9,3340.0,178.4,990.1,573.5,678.9,641.0,745.0
CNBD_00743,14725.8,60169.0,7815.7,4812.4,6471.9,2448.0,21980.3,4594.0,1615.6,353.3,4164.4,16351.8,59262.3,7645.0,4474.4,6697.1,2269.7,5197.6,1638.6,479.7,4113.8,186.4,1042.8,901.2,976.8,1082.5,1281.3
CNBD_00744,11885.9,47760.5,6966.6,3557.8,4624.7,1748.3,16054.9,3995.9,1140.0,337.5,3490.8,14561.0,44566.8,6249.4,3452.1,5099.8,1759.6,3958.0,1343.9,423.3,3098.7,181.3,944.9,440.8,954.8,606.9,752.2
CNBD_00745,12525.7,51810.8,8155.6,4953.2,6902.5,2122.5,20041.1,6568.5,1561.7,265.3,3783.8,13333.3,49411.4,8217.6,6485.0,6868.8,2277.5,4253.0,1583.5,399.1,3792.8,213.9,1236.5,665.3,702.4,470.3,1297.9
CNBD_00747,17947.5,58146.9,9450.0,5529.6,5437.6,2434.0,26094.1,4579.7,1633.1,439.9,4316.3,16443.5,58384.3,9367.0,4788.4,6041.1,2423.3,4881.1,1819.9,426.7,4328.4,169.3,1515.9,635.2,726.8,872.4,1178.9
CNBD_00748,23033.4,53126.1,8252.7,4042.7,5588.0,2194.0,22291.7,4006.9,1410.3,300.9,4425.9,14722.1,59598.8,8245.7,3305.2,6143.8,2048.0,4301.6,1724.2,426.8,3826.0,257.9,1326.8,633.6,1194.6,1299.5,1318.4
CNBD_00750,19601.0,59273.7,8309.9,3618.1,5106.2,2291.5,26892.3,4518.3,1463.3,372.3,4892.6,15799.2,56581.4,7642.7,3807.8,4947.1,2467.7,5099.6,1771.3,471.1,4214.2,198.7,1006.3,596.9,943.3,698.6,958.9
CNBD_00751,12748.5,56365.5,7611.2,3709.1,5104.2,1987.8,17485.6,4125.1,1432.7,233.2,3654.6,20911.6,54394.5,7269.9,3518.7,5195.1,1858.4,4346.7,1549.2,378.9,3506.4,178.1,904.4,553.1,637.5,558.1,895.2
CNBD_00752,15605.6,54294.2,8292.3,4756.3,5358.0,2118.2,23389.4,4264.9,1503.0,187.2,4198.7,14378.5,53561.1,8319.3,4127.0,5579.9,2074.0,4559.6,1692.8,445.9,3807.9,181.4,1385.5,1195.4,1499.3,1353.7,1177.4
CNBD_00753,15992.7,51117.4,7606.5,4118.7,5331.1,1996.3,20255.5,4348.8,1684.6,362.1,4742.7,13873.3,50872.5,7664.6,4815.7,5299.8,2112.0,4603.9,1825.0,434.8,4101.7,273.1,1182.6,680.5,840.5,1034.2,1145.4
CNBD_00754,13699.5,49407.8,7652.9,3367.0,4300.9,1689.1,18070.7,3838.7,1180.6,255.3,3675.4,13026.8,48372.1,7038.7,3343.2,5752.7,1926.1,4021.7,1458.9,488.4,3440.1,188.0,1042.8,518.7,837.9,732.0,846.3
CNBD_00756,13128.4,54142.1,9181.1,3434.0,6028.5,2015.1,21358.9,4052.4,1172.6,297.5,4121.6,14959.3,54613.8,9389.1,3621.4,5726.0,2207.0,4412.7,1588.2,455.1,3915.6,124.3,1020.0,716.5,1210.1,1171.0,944.1
CNBD_00757,13451.9,52165.3,7831.6,3439.5,4609.9,1910.3,17892.1,3301.0,937.9,306.0,3511.3,16394.3,51063.3,7056.1,3247.8,4550.2,2043.7,3677.9,1296.6,402.1,3397.9,166.9,1090.4,616.2,615.4,785.7,989.1
CNBD_00758,13260.3,57357.1,8146.6,4390.7,4539.3,1776.8,18094.1,4112.5,1394.1,333.7,3602.2,13733.4,55966.0,7694.2,4282.9,5040.7,1858.8,4256.9,1545.3,381.8,3580.5,197.3,1241.2,747.2,605.6,724.1,1013.9
CNBD_00759,15532.4,55800.2,7133.8,3429.7,5475.1,1941.6,21315.0,4231.7,1247.4,311.1,3972.1,12644.5,53408.9,6973.1,3076.0,5190.8,1818.8,4695.0,1508.4,366.6,3663.0,236.0,1129.4,644.4,472.6,633.9,847.1
CNBD_00760,7905.1,30450.4,8422.5,3412.7,5560.7,2182.8,15484.8,4294.6,1590.8,424.9,4566.0,11549.6,30640.1,8049.3,3383.1,5439.2,2042.2,4676.8,1533.6,431.4,4662.7,234.0,1054.3,472.7,1009.4,958.4,1014.4
CNBD_00761,10938.2,45718.2,8108.7,3276.3,5196.4,1825.7,16007.5,4371.3,1694.0,524.3,4072.0,11306.0,44702.7,6805.0,3783.9,5359.4,2239.0,2508.6,1455.7,612.6,3974.5,104.2,1372.9,867.4,999.1,1009.1,916.2
CNBD_00762,15156.9,43570.0,8585.9,3098.4,4819.4,1872.2,15869.0,4256.8,1772.4,416.6,4202.7,13792.3,46165.7,7318.9,2910.0,4904.1,2077.6,4580.2,1945.5,509.2,4152.6,155.1,937.7,550.6,860.3,565.7,741.0
CNBD_00763,13278.0,39917.0,7975.6,3526.8,4716.9,1674.9,15212.4,4132.9,1331.6,466.0,3916.5,12664.0,40014.8,7849.2,3430.8,4976.6,1734.8,4336.1,1532.4,484.0,3874.1,159.8,919.7,563.6,618.4,564.3,924.7
CNBD_00764,12571.4,54135.0,8383.1,4281.8,5071.2,2158.4,19280.6,4855.2,1852.2,286.1,4175.7,14938.8,54314.9,7146.0,3959.7,5865.9,2025.1,5052.7,1604.7,573.9,4080.5,78.8,1075.9,1048.7,829.6,541.9,899.1
CNBD_00766,15086.8,58174.2,8719.3,3867.1,4864.0,1912.5,21031.3,4653.9,1435.6,386.9,4126.6,15046.8,58967.9,8686.1,3708.4,4965.2,1857.7,5010.5,1767.4,643.3,3937.8,138.1,1135.3,484.2,502.7,662.5,771.1
CNBD_00769,15379.6,46954.7,7810.3,3176.9,4587.7,1819.6,19822.1,3946.0,1320.1,432.0,3677.9,13512.4,47594.0,7865.5,3670.6,4492.9,1737.0,4357.2,1589.4,462.3,3265.2,95.3,972.2,536.9,588.3,460.9,683.8
CNBD_00770,28415.8,45693.6,8468.7,3268.6,4722.8,1955.3,19441.3,3846.1,1330.2,319.0,3567.5,23363.1,50857.0,7116.1,3560.3,5187.3,2237.9,4474.6,1761.3,550.6,3805.5,124.4,916.7,621.5,829.3,803.0,767.6
CNBD_00771,19527.6,54420.5,10306.7,3740.2,5277.4,2374.3,23176.3,4294.1,1541.7,360.4,4240.1,16967.5,58111.2,9035.4,3389.4,5553.5,2339.3,4510.0,1717.7,563.4,4323.2,168.2,1458.8,688.8,819.8,881.0,1027.2
CNBD_00774,10497.7,43074.6,7395.0,3603.7,4133.3,1500.1,15864.6,3640.0,1401.0,265.2,3060.3,15622.8,40097.1,7794.2,3636.9,3459.8,1875.6,3940.4,1524.1,433.1,3130.3,92.0,996.3,548.5,847.0,786.4,881.2
CNBD_00775,15952.1,51384.6,9716.2,3775.5,5125.7,1931.6,21366.1,4355.2,1488.4,614.1,4427.4,14199.5,53228.3,8406.5,3650.7,5870.7,2094.4,4544.9,1752.9,583.6,4332.7,197.6,945.3,533.6,1109.6,867.5,835.0
CNBD_00776,17210.4,60020.9,8771.8,4013.6,4792.5,2044.3,22509.8,4646.0,1555.0,325.4,4024.3,15283.3,60071.3,8358.3,3511.2,5096.5,1939.8,5072.5,1770.4,513.9,4098.0,176.2,1257.4,516.0,567.6,507.2,999.1
CNBD_00777,15283.6,60727.2,8602.2,3914.1,4666.1,1946.7,21481.3,4417.7,1330.5,429.9,4100.0,14190.9,61194.3,7886.9,4395.7,5394.5,2351.9,5027.0,1537.0,544.4,4201.8,190.6,707.6,393.3,377.5,520.6,832.6
CNBD_00779,13304.4,45910.2,7750.1,3768.9,4269.4,1955.6,19270.5,4184.1,1471.1,375.2,3427.6,12859.1,46784.6,7124.1,3990.3,5112.0,2099.9,4526.3,1596.5,536.1,3513.4,174.4,950.2,464.6,708.3,890.0,958.5
CNBD_00782,12333.0,54529.1,7966.5,3322.3,4768.9,1753.9,19014.2,4185.9,1342.1,434.6,3737.2,10956.1,55060.3,7387.1,3262.6,4886.4,1912.6,4289.1,1688.4,587.3,3596.4,153.3,823.4,715.1,784.7,757.6,654.4
CNBD_00784,15244.8,58760.9,9745.6,3470.5,5310.6,2238.5,21920.7,4781.2,1572.4,417.3,4274.2,16709.5,58692.0,9268.5,3509.5,5636.4,2016.5,5037.4,1735.8,533.6,4116.4,205.5,877.6,392.1,870.8,660.0,861.4
CNBD_00786,15987.2,51954.7,8878.8,3588.9,4656.6,1864.6,19807.8,4248.9,1511.2,357.7,3647.3,19676.2,50647.0,8010.3,3242.5,4637.8,1887.2,3922.2,1462.6,619.7,3583.9,51.4,971.0,791.9,647.7,904.6,933.1
CNBD_00787,14471.8,55461.1,7805.6,3355.3,4821.1,1948.7,21838.0,4278.0,1345.7,277.0,3791.6,13417.2,57696.1,7612.9,3241.2,4783.7,2116.3,4497.5,1664.0,463.4,3617.8,237.1,852.2,477.3,460.0,391.3,765.5
CNBD_00788,15307.5,50814.1,9681.4,3621.8,5470.6,2127.3,22022.2,4494.9,1506.0,501.9,4035.6,16239.7,49000.6,8598.8,3513.3,5591.6,2241.6,4433.2,1884.4,591.9,4131.2,169.4,1263.5,903.0,697.8,708.0,767.5
CNBD_00789,12628.1,51824.6,7767.0,3581.0,4786.1,1815.6,18448.2,3848.1,1358.9,345.7,3445.2,14455.1,53025.3,7474.5,3486.9,5105.0,1845.3,3954.3,1265.2,504.3,3505.8,175.5,1181.1,673.1,514.3,695.4,810.9
CNBD_00790,12270.8,42328.6,6268.5,2257.7,3841.3,1696.0,17443.6,4054.4,1101.8,251.4,3212.5,10746.3,43210.7,6407.2,2518.4,3954.0,1566.4,4003.2,1445.5,386.2,3441.1,184.7,803.9,552.1,534.0,393.9,789.3
CNBD_00791,13082.1,50378.8,7426.3,3673.6,4583.1,1930.2,20031.1,4680.8,1376.7,253.5,3867.6,15997.9,51172.5,7552.4,3626.1,4914.5,1892.3,4592.2,1527.9,397.0,4029.0,241.9,1097.5,438.9,716.4,451.0,980.0
CNBD_00792,13810.7,53822.9,8200.2,3777.8,4267.0,1657.1,19874.6,3922.7,1258.4,309.0,3520.4,13227.7,53131.7,7511.6,3517.2,4559.5,1797.0,3757.6,1189.0,401.0,3298.8,142.1,1146.6,467.8,447.7,535.8,1176.5
CNBD_00794,14980.3,46249.5,8737.7,3922.6,3284.9,1923.6,19023.7,4995.7,1358.9,173.5,3370.0,14332.9,45741.0,8401.8,4791.6,3158.7,2184.2,5387.2,1749.0,374.5,3389.5,267.4,1034.8,806.7,530.6,371.3,814.0
CNBD_00795,11974.4,45485.7,7422.7,3288.2,4744.8,1637.4,20294.9,3937.9,1548.0,262.7,3538.5,12611.2,47688.3,7157.3,2813.6,4720.3,1652.2,4413.5,1721.4,579.2,3358.1,181.8,853.0,429.4,674.2,513.8,739.0
CNBD_00796,16869.3,44200.5,7835.6,3057.8,3721.9,1705.0,17724.4,3750.0,1327.8,353.3,3190.1,20817.9,40855.0,6814.2,3097.4,4260.0,1739.6,3794.6,1326.5,544.2,3219.0,208.7,924.9,486.9,665.2,562.4,697.2
CNBD_00797,16675.4,54443.9,8831.4,3170.3,3532.9,1514.6,19185.1,4211.3,1528.4,299.2,3547.0,17647.1,53678.8,7984.6,3002.3,3218.2,1878.9,4372.2,1627.7,437.9,3583.2,178.4,931.6,553.7,450.6,602.0,756.6
CNBD_00798,14422.9,53085.9,7086.8,3167.5,4945.4,1910.7,20742.4,4119.5,1590.2,284.2,3537.7,12768.2,53630.5,6883.6,3202.8,4291.8,1921.8,3926.9,1606.4,480.1,3476.9,170.5,938.3,483.6,692.9,598.0,616.1
CNBD_00799,13533.4,52240.4,8320.8,3407.6,4925.9,1803.0,17916.6,4114.2,1412.5,332.8,3704.7,13945.9,52778.9,6606.5,3320.3,5554.7,2066.5,4378.2,1536.8,445.9,3582.6,108.9,1338.8,726.3,542.4,900.5,1085.4
CNBD_00800,13318.9,53395.4,8355.5,3432.6,4469.1,2270.7,21054.6,4256.4,1471.1,341.0,4273.9,12288.5,56740.2,7720.9,3810.0,5225.2,2025.0,4913.2,1832.9,529.3,4101.4,224.0,1112.6,668.3,602.4,641.8,632.9
CNBD_00801,14220.0,49538.2,8856.9,4106.1,4374.7,1801.8,19396.5,4448.9,1305.7,318.2,3834.6,17774.8,47411.1,8357.3,3739.6,3746.3,1769.2,4183.7,1611.1,493.7,3639.7,170.3,955.0,574.2,670.3,521.6,980.1
CNBD_00802,14494.7,44711.0,6863.7,3287.3,3761.6,1475.3,18163.3,3969.4,1092.0,302.9,3351.9,14436.4,44189.7,6785.3,2936.3,4001.5,1426.3,4141.3,1256.9,476.4,3270.1,143.0,1043.9,786.6,606.5,504.4,842.6
CNBD_00803,21030.3,62655.0,8087.8,3303.7,4235.2,1902.1,20004.8,3497.1,1329.9,243.3,3703.5,20337.5,61823.3,7401.8,3350.3,4719.7,1749.5,4048.7,1381.7,424.9,3871.6,74.3,939.6,563.0,752.7,724.8,834.8
CNBD_00841,16649.2,60263.0,8083.5,3203.2,5150.8,2045.2,22845.2,4388.2,1572.8,370.8,4559.4,16350.6,59933.4,8376.3,3184.9,5013.6,1967.1,4646.4,1719.6,459.3,4354.9,248.6,970.2,453.2,742.1,685.8,797.6
CNBD_00842,16471.4,46965.8,7265.3,3457.9,4383.8,2025.3,20138.4,4042.7,1470.9,512.2,3924.3,14442.9,47584.6,6851.6,3380.6,4399.5,1925.1,4457.3,1622.3,476.6,3742.4,165.2,1029.9,591.4,482.1,479.0,927.4
CNBD_00844,16279.1,50196.1,7661.5,2604.7,4217.9,1707.6,19720.6,3440.3,1460.8,392.4,3633.4,14860.3,50994.6,7452.1,2628.8,4072.8,1760.7,4043.2,1665.4,448.6,3428.8,89.0,780.3,503.0,410.2,321.5,712.1
CNBD_00845,17001.2,50243.9,6409.6,2843.7,4124.0,1852.1,18300.9,4154.1,1667.1,319.5,3467.4,17586.5,51286.1,6834.0,3116.0,3897.4,1861.2,3365.0,1788.7,467.6,3381.2,174.9,788.4,560.0,519.6,653.5,763.2
CNBD_00846,13343.5,48930.4,7499.7,3104.2,4507.9,1960.0,16855.2,3798.6,1379.5,383.6,3557.6,16632.1,46399.7,7234.0,3178.1,4981.2,1967.4,3844.9,1812.0,431.5,3567.4,236.9,863.7,382.3,388.6,343.0,798.0
CNBD_00847,12717.9,50240.8,7388.9,2961.3,4352.2,1919.5,17760.6,3728.4,1407.2,432.6,3544.2,13008.8,48785.1,6849.2,3059.4,4877.4,1734.8,4076.8,1798.6,579.6,3644.1,147.8,979.2,505.8,640.9,778.3,722.0
CNBD_00848,15931.3,52717.1,7679.9,3653.1,4530.3,2185.6,20978.0,4511.5,1693.0,396.1,4107.6,18150.5,51838.5,7294.4,3551.2,4734.9,2021.1,4319.3,1924.8,506.6,4149.8,221.1,920.2,357.5,388.6,493.0,731.9
CNBD_00849,14514.8,54426.9,8110.6,3635.8,4338.9,1912.4,22331.1,4111.5,1660.4,420.4,4120.5,14034.2,53059.6,8250.0,3482.6,4400.2,1989.5,4366.6,1901.7,466.2,3929.8,154.7,1269.6,684.1,751.3,885.4,993.1
CNBD_00850,10491.8,44900.6,6624.2,2754.2,4159.8,1577.2,17158.9,3218.9,1032.6,294.7,3348.7,13068.2,45823.5,6425.5,3214.5,4221.0,1671.7,2946.3,1241.3,328.6,3277.1,244.5,823.5,325.3,380.3,386.6,756.1
CNBD_00851,15220.3,50181.8,9538.8,3614.2,5711.7,2319.2,22128.4,4259.0,1769.3,580.8,4507.1,15968.6,51149.4,8680.6,3272.4,5787.7,2274.9,4320.2,2252.0,593.5,4558.3,211.9,1140.2,664.9,716.6,786.2,847.3
CNBD_00852,16040.0,55004.6,7887.8,3351.9,4903.0,2077.4,22035.9,3867.5,1635.3,440.7,4063.3,15536.1,52750.6,7366.0,3304.0,5171.9,2160.2,4108.5,1755.6,461.5,4116.2,159.4,1174.5,674.6,741.4,875.6,865.4
CNBD_00853,15351.4,54086.6,9416.3,3761.6,5994.6,2307.3,21102.5,4842.1,1838.3,490.1,4430.1,14708.4,55122.1,8768.8,3913.0,6304.7,2546.0,5060.7,2403.9,570.4,4333.1,169.1,1007.1,558.1,934.1,847.5,1002.2
